# captured=2026-09-19 startFrom=2025-09-19 minValue=5000000
227790 | N001883 | 2023-24 Bethal PS Capital Works - Contractor | 19 Nov 2025 | 7786548.00 | Department of Education | Construction Contracts | Building and Facility Construction and Maintenance Services | ATG PROJECT & PROPERTY SOLUTIONS PTY LTD | 94160517493
227600 | DOT40685 | Pavement Maintenance Henty Highway, Kewell | 17 Nov 2025 | 6839563.90 | DoT Roads | Construction Contracts | Roads and landscape | Bild Infrastructure | 78099996344
228559 | N002637 | ELCC 2027 – Avoca Construct Only Minor Works Contract | 17 Nov 2025 | 6537173.50 | Department of Education | Construction Contracts | Building and Facility Construction and Maintenance Services | H Troon Pty Ltd | 73120422755
228777 | 10051776 | Main Works Contract - Heidelberg West, Bell - Bardia - Stage | 14 Nov 2025 | 59161165.80 | Department of Families, Fairness and Housing - Homes Victoria & Director of Housing | Construction Contracts | Building and Facility Construction and Maintenance Services | Department of Families, Fairness and Housing | 88139482080
228905 | 1036066 | Child Link System Support and Enhancement | 13 Nov 2025 | 7662492.00 | Department of Education | Purchases of Goods/Services | Information Technology Broadcasting and Telecommunications | Infosys | 52090591209
231284 | 2479_04 | 2022/23 Diggers Rest PS - Head Contractor | 13 Nov 2025 | 9428469.00 | Department of Education | Construction Contracts | Building and Facility Construction and Maintenance Services | |
231804 | CWFY2025S562401&CWFY2025K562401 | Head Contractor for: Aintree North Primary School & KOSS | 12 Nov 2025 | 48698475.82 | Department of Education | Construction Contracts | Building and Facility Construction and Maintenance Services | Hutchies / Hutchinson Builders | 52009778330
228576 | PANEL-Q&B | PANEL-Quarry & Ballast VLC1000617,VLC1000618,VLC1000619,VLC1000620,VLC1000621,VL | 10 Nov 2025 | 23100000.00 | V/Line | Purchases of Goods/Services | Road and railroad construction materials | Several suppliers |
225391 | PIMS-17548 | Civil construction | 3 Nov 2025 | 6007402.34 | Development Victoria | Construction Contracts | Building and Facility Construction and Maintenance Services | BMD Constructions | 59010126100
228774 | CONTRACTSNOVEMBER2025 | DFFH CAPITAL CONTRACT 1 NOVEMBER TO 30 NOVEMBER 2025 | 3 Nov 2025 | 96270553.90 | Department of Families, Fairness and Housing - Homes Victoria & Director of Housing | Construction Contracts | Building and Facility Construction and Maintenance Services | Department of Families, Fairness and Housing | 88139482080
229231 | 001917 | Smart Water Meter Supply | 1 Nov 2025 | 8455161.00 | Barwon Water | Purchases of Goods/Services | Water meters | Several suppliers |
230269 | 801849 | Security & Disruption Management Service | 1 Nov 2025 | 30635000.00 | V/Line | Purchases of Goods/Services | Security and personal safety | Corsec Services Pty Ltd | 15134691946
229240 | C14454 | Emergency Purchase of Mpox Vaccines | 1 Nov 2025 | 15487500.00 | Department of Health | Purchases of Goods/Services | Comprehensive health services | |
227941 | 801867 | SouthernCross Car Park License | 1 Nov 2025 | 8497500.00 | V/Line | Purchases of Goods/Services | Parking facility construction and equipment installation and maintenance and repair services | |
226507 | MP-ITS-CWP-2025 | Cleaning, Waste Management and Pest Control Services | 1 Nov 2025 | 10551287.61 | Melbourne Polytechnic | Purchases of Goods/Services | Building and Facility Construction and Maintenance Services | Menzies Facility Services Pty Ltd | 44004967757
227307 | DOT39750 | Rainbow Creek Bridge Replacement and Associated Roadwork | 31 Oct 2025 | 7250763.68 | DoT Roads | Construction Contracts | Roads and landscape | |
232586 | CMS111220 | Design & Construction Contract Central Bendigo Mine Rehabilitation Project – Gro | 31 Oct 2025 | 57189105.60 | Department of Energy, Environment & Climate Action | Construction Contracts | Building and Facility Construction and Maintenance Services | Trility Water Pty Ltd | 94004012873
227258 | DOT39907 | DOT39907 – Asphalt and Waterproof Membrane Replacement – Lanes 1E and 4W | 30 Oct 2025 | 5669770.54 | DoT Roads | Construction Contracts | Roads and landscape | Elite Roads Pty Ltd | 152328704
229072 | T1:000216-T1:000220 | Technical Advisory Services Panel | 29 Oct 2025 | 19200000.00 | SEC Victoria | Purchases of Goods/Services | Environmental advisory services | Several suppliers |
228782 | DOT40997 | Asphalt resurfacing of various roads in FY2025/26. | 27 Oct 2025 | 5762853.90 | Department of Transport and Planning (DTP) | Construction Contracts | Highway and road construction services | Fulton Hogan Industries Pty Ltd | 54000538689
227949 | CSV105925 | Supply and Commissioning of Audio Visual Communication Technology (AVCT) systems | 21 Oct 2025 | 8236088.30 | Court Services Victoria | Purchases of Goods/Services | Information Technology Broadcasting and Telecommunications | Prime Technology Solutions | 37642606595
227589 | CONS-1851 | Watson Street Interchange Upgrade | 21 Oct 2025 | 78265218.79 | Major Road Projects Victoria | Construction Contracts | Highway and road new construction service | Winslow Constructors Pty Ltd | 72119092385
227777 | VHBA-25-499-T-11 | Head Contractor (Main Works) - Flinders Street Community Health Hub project | 20 Oct 2025 | 17771121.50 | Victorian Infrastructure Delivery Authority (VIDA) - Victorian Health Building Authority | Construction Contracts | Hospital construction service | LENDLEASE (SOUTHERN) PTY LIMITED | 56002625130
227042 | DOT36476 | Construction of Overtaking Lanes on Princes Highway West, Terang – Ch.211.038km | 17 Oct 2025 | 5998839.90 | DoT Roads | Construction Contracts | Roads and landscape | |
227401 | VN1000169 | Head Contractor | 16 Oct 2025 | 7152809.00 | Department of Education | Construction Contracts | Building and Facility Construction and Maintenance Services | Carelli Constructions Pty Ltd | 75606840331
229218 | 2025FACO001.03 | SWTAFE - South West Tech School Head Contractor | 14 Oct 2025 | 5609923.00 | South West Institute of Tafe | Construction Contracts | Building and Facility Construction and Maintenance Services | AW Nicholson Pty Ltd | 14118404381
228866 | TAC-PA-000001767 | Microsoft Program | 11 Oct 2025 | 5493260.00 | Transport Accident Commission | Purchases of Goods/Services | Software or hardware engineering | Arinco (Vic) Pty Ltd | 85630879695
226840 | DOT38632 | Construction of a Roundabout at the Intersection of the Northern Highway and Epp | 10 Oct 2025 | 8510525.10 | DoT Roads | Construction Contracts | Roads and landscape | RECivil Pty Ltd | 93102480599
226950 | PA-000696 | PA-000696 Werribee Mausoleum Extension Stage 3 | 6 Oct 2025 | 5448032.00 | The Greater Metropolitan Cemeteries Trust | Construction Contracts | Nonresidential building construction services | BUILDING ENGINEERING PTY LTD | 41103839514
227595 | CONS-1840 | Point Cook Intersection Upgrade | 3 Oct 2025 | 63632918.65 | Major Road Projects Victoria | Construction Contracts | Highway and road new construction service | BMD Constructions | 59010126100
227612 | CONS-1842 | ITC Delivery Contract for Ballan Road Intersection Upgrade | 3 Oct 2025 | 68889860.11 | Major Road Projects Victoria | Construction Contracts | Highway and road new construction service | Symal Infrastructure Pty Ltd | 87130808276
232444 | RFX100811_RFT2025 | Bill Generation, Dispatching and Correspondences Services | 1 Oct 2025 | 9500000.00 | South East Water Corporation | Purchases of Goods/Services | Printing and writing paper | ABCorp Australia | 25072977292
232906 | C3906. | Clinicians Health Channel | 1 Oct 2025 | 5302223.30 | Department of Health | Purchases of Goods/Services | Comprehensive health services | MedicalDirector | 76068458515
227216 | RFX100099 RFT24 | Permanent Road Reinstatement Services | 1 Oct 2025 | 38500000.00 | South East Water Corporation | Construction Contracts | Roads and landscape | Several suppliers |
227442 | CONTRACTSOCTOBER2025 | DFFH CAPITAL CONTRACT 1 OCTOBER TO 31 OCTOBER 2025 | 1 Oct 2025 | 50718860.41 | Department of Families, Fairness and Housing - Homes Victoria & Director of Housing | Construction Contracts | Building and Facility Construction and Maintenance Services | Department of Families, Fairness and Housing | 88139482080
226779 | ACM0218O | Crowd Control Services | 1 Oct 2025 | 6000000.00 | Arts Centre Melbourne | Purchases of Goods/Services | Security guard services | Advent Security | 26125696951
232215 | GWW11087 | Meter Reading Services | 1 Oct 2025 | 29400000.00 | Greater Western Water | Purchases of Goods/Services | Water and sewer utilities | Service Stream Energy & Water Pty Ltd | 11098326179
226822 | SRO02936 | Provision of Debt Collection Services | 1 Oct 2025 | 8000000.00 | State Revenue Office | Purchases of Goods/Services | Debt collection services | National Credit Management Limited | 85008281123
232217 | GWW11811 | Provision of Meter Services - Meter Connection and Installation | 1 Oct 2025 | 88500000.00 | Greater Western Water | Purchases of Goods/Services | Water and sewer utilities | New Plumbing Solutions | 54672685228
227209 | CWFY2024S4945 | University Park Primary School 2024/25 Capital works | 30 Sept 2025 | 5042733.11 | Department of Education | Construction Contracts | Building and Facility Construction and Maintenance Services | Lang Construction | 13099004083
227443 | VN1000244 | Officer Brunt Road Specialist School Design and Construct Major Works Contract | 29 Sept 2025 | 34203146.73 | Department of Education | Construction Contracts | Building and Facility Construction and Maintenance Services | mccorkell constructions | 92094764584
227082 | VN1000387 | Mount Eliza Secondary College – Commonwealth (2023-24) - Stage 1 | 25 Sept 2025 | 5799795.90 | Department of Education | Construction Contracts | Building and Facility Construction and Maintenance Services | |
231959 | TAC-PA-000001688 | Client Medical Information Retrieval | 24 Sept 2025 | 13000000.00 | Transport Accident Commission | Purchases of Goods/Services | Healthcare Services | Unified Healthcare Group Pty Ltd | 40073271735
227297 | CONS-1848 | Yan Yean Road Upgrade - Stage 2 (North Package) | 22 Sept 2025 | 94698938.17 | Major Road Projects Victoria | Construction Contracts | Highway and road new construction service | Decmil Southern Pty Ltd | 71005412466
228775 | 40845 | Property Connection Branch Renewal | 19 Sept 2025 | 46200000.00 | Yarra Valley Water | Purchases of Goods/Services | Water and sewer utilities | |
